"ID","Outcome Date","Animal ID","Name","Outcome Status","Euthanasia Reason","Type","Sex","Spayed/Neutered","Primary Breed","Primary Color","Secondary Color","Date of Birth","Intake Date","Days in Shelter","Timestamp"
"94139","2026 Sep 08 12:40:00 PM","32666",,"Transfer Out",,"Kitten","Male","No","Domestic Shorthair","Black",,"2026 Aug 11 12:00:00 AM","2026 Sep 08 11:28:00 AM","0","2026 Sep 12 12:15:10 AM"
"94138","2026 Sep 08 12:40:00 PM","32665",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","White","Brown Tabby",,"2026 Sep 08 11:27:00 AM","0","2026 Sep 12 12:15:10 AM"
"94137","2026 Sep 08 12:37:00 PM","31441","Acapulco","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Grey Tabby",,"2026 Apr 11 12:00:00 AM","2026 Sep 02 12:18:00 PM","6","2026 Sep 12 12:15:10 AM"
"94132","2026 Sep 08 12:30:00 PM","29768","Alfonso","Adopted",,"Dog","Male","Yes","Chow Chow","Sable",,"2023 Jul 09 12:00:00 AM","2026 Aug 18 02:39:00 PM","21","2026 Sep 12 12:15:10 AM"
"94110","2026 Sep 08 11:24:00 AM","32461",,"Transfer Out",,"Cat","Female","Yes","Domestic Shorthair","Black",,"2020 Sep 02 12:00:00 AM","2026 Sep 02 03:23:00 PM","6","2026 Sep 12 12:15:10 AM"
"94107","2026 Sep 08 11:17:00 AM","23568","Finn","Reclaimed",,"Dog","Male","Unknown","American Pit Bull Terrier","Grey",,"2023 Mar 30 12:00:00 AM","2026 Sep 04 09:44:00 AM","4","2026 Sep 12 12:15:10 AM"
"94104","2026 Sep 08 11:07:00 AM","32326",,"Transfer Out",,"Guinea Pig","Unknown","Unknown","Unspecified","White",,,"2026 Aug 30 04:55:00 PM","9","2026 Sep 12 12:15:10 AM"
"94098","2026 Sep 08 10:15:00 AM","32356",,"Transfer Out",,"Kitten","Female","Yes","Domestic Shorthair","Brown Tabby",,"2026 Jul 01 12:00:00 AM","2026 Aug 31 12:52:00 PM","8","2026 Sep 12 12:15:10 AM"
"94094","2026 Sep 08 08:28:00 AM","32485",,"Transfer Out",,"Kitten","Male","No","Domestic Shorthair","Orange Tabby","White","2026 Aug 06 12:00:00 AM","2026 Sep 03 11:13:00 AM","5","2026 Sep 12 12:15:10 AM"
"94093","2026 Sep 08 08:28:00 AM","32484",,"Transfer Out",,"Cat","Female","No","Domestic Shorthair","Torbie",,"2024 Sep 03 12:00:00 AM","2026 Sep 03 11:13:00 AM","5","2026 Sep 12 12:15:10 AM"
"94092","2026 Sep 08 08:25:00 AM","32531",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Shorthair","Orange Tabby","White","2025 Apr 04 12:00:00 AM","2026 Sep 04 12:02:00 PM","4","2026 Sep 12 12:15:10 AM"
"94091","2026 Sep 08 08:25:00 AM","32486",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Shorthair","Brown Tabby",,"2025 Sep 03 12:00:00 AM","2026 Sep 03 11:18:00 AM","5","2026 Sep 12 12:15:10 AM"
"94090","2026 Sep 08 08:25:00 AM","32488",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Shorthair","Brown Tabby",,"2026 Mar 04 12:00:00 AM","2026 Sep 03 11:22:00 AM","5","2026 Sep 12 12:15:10 AM"
"94089","2026 Sep 08 08:25:00 AM","32442",,"Transfer Out",,"Cat","Female","No","Domestic Medium Hair","Brown Tabby","Brown Tabby","2024 Sep 02 12:00:00 AM","2026 Sep 02 12:14:00 PM","6","2026 Sep 12 12:15:10 AM"
"94088","2026 Sep 08 08:25:00 AM","32537",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Shorthair","Black","White","2026 Apr 04 12:00:00 AM","2026 Sep 04 12:25:00 PM","4","2026 Sep 12 12:15:10 AM"
"94086","2026 Sep 08 12:50:12 AM","18957","Molly","Adopted",,"Dog","Female","Yes","Anatolian Shepherd","Tan","Tri Color","2022 Feb 21 12:00:00 AM","2026 Feb 21 01:31:00 PM","199","2026 Sep 12 12:15:10 AM"
"94081","2026 Sep 07 03:45:24 PM","31326","Groot","Adopted",,"Kitten","Male","Yes","Domestic Shorthair","Brown Tabby",,"2026 Jun 07 12:00:00 AM","2026 Aug 12 01:59:00 PM","26","2026 Sep 12 12:15:10 AM"
"94067","2026 Sep 07 09:15:00 AM","32649",,"DOA",,"Puppy","Unknown","Unknown","Labrador Retriever","Unknown",,,"2026 Sep 07 09:15:00 AM","0","2026 Sep 12 12:15:10 AM"
"94066","2026 Sep 07 09:11:00 AM","32648",,"DOA",,"Mammal","Unknown","Unknown","Squirrel - Fox","Tan","Yellow",,"2026 Sep 07 09:11:00 AM","0","2026 Sep 12 12:15:10 AM"
"94054","2026 Sep 06 06:43:36 PM","32340","Philomena","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby",,"2025 Aug 31 12:00:00 AM","2026 Aug 31 11:12:00 AM","6","2026 Sep 12 12:15:10 AM"
"94053","2026 Sep 06 06:40:00 PM","32218","Queen","Adopted",,"Cat","Female","No","Domestic Shorthair","Brown","Tabby","2025 Aug 28 12:00:00 AM","2026 Aug 28 10:19:00 AM","9","2026 Sep 12 12:15:10 AM"
"94051","2026 Sep 06 06:25:44 PM","32288","Raven","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Black",,"2026 Jan 29 12:00:00 AM","2026 Aug 29 11:10:00 AM","8","2026 Sep 12 12:15:10 AM"
"94050","2026 Sep 06 06:21:00 PM","21792","Strudel","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Torbie",,"2025 Jul 26 12:00:00 AM","2026 Feb 20 10:51:00 PM","198","2026 Sep 12 12:15:10 AM"
"94044","2026 Sep 06 05:54:06 PM","32094","S'Mores","Adopted",,"Dog","Female","Yes","Boxer","Brown","White","2026 Jan 04 12:00:00 AM","2026 Sep 06 11:21:00 AM","0","2026 Sep 12 12:15:10 AM"
"94041","2026 Sep 06 05:42:00 PM","32637",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Black","Black","2026 Aug 16 12:00:00 AM","2026 Sep 06 04:32:00 PM","0","2026 Sep 12 12:15:10 AM"
"94040","2026 Sep 06 05:42:00 PM","32636",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Brown Tabby","Brown Tabby","2026 Aug 16 12:00:00 AM","2026 Sep 06 04:32:00 PM","0","2026 Sep 12 12:15:10 AM"
"94039","2026 Sep 06 05:42:00 PM","32635",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Brown Tabby","Brown Tabby","2026 Aug 02 12:00:00 AM","2026 Sep 06 04:32:00 PM","0","2026 Sep 12 12:15:10 AM"
"94038","2026 Sep 06 05:42:00 PM","32634",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Brown Tabby","Brown Tabby","2026 Aug 02 12:00:00 AM","2026 Sep 06 04:32:00 PM","0","2026 Sep 12 12:15:10 AM"
"94037","2026 Sep 06 05:42:00 PM","32633",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Brown Tabby","Brown Tabby","2026 Aug 02 12:00:00 AM","2026 Sep 06 04:32:00 PM","0","2026 Sep 12 12:15:10 AM"
"94036","2026 Sep 06 05:42:00 PM","32632",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Brown Tabby","Brown Tabby","2026 Aug 16 12:00:00 AM","2026 Sep 06 04:32:00 PM","0","2026 Sep 12 12:15:10 AM"
"94035","2026 Sep 06 05:42:00 PM","32631",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Brown Tabby","White",,"2026 Sep 06 03:43:00 PM","0","2026 Sep 12 12:15:10 AM"
"94034","2026 Sep 06 05:42:00 PM","32630",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Brown Tabby","White",,"2026 Sep 06 03:43:00 PM","0","2026 Sep 12 12:15:10 AM"
"94033","2026 Sep 06 05:42:00 PM","32629",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Black","White",,"2026 Sep 06 03:43:00 PM","0","2026 Sep 12 12:15:10 AM"
"94032","2026 Sep 06 05:42:00 PM","32628",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Black","White",,"2026 Sep 06 03:43:00 PM","0","2026 Sep 12 12:15:10 AM"
"94031","2026 Sep 06 05:42:00 PM","32627",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Black",,"2026 Sep 03 12:00:00 AM","2026 Sep 06 03:43:00 PM","0","2026 Sep 12 12:15:10 AM"
"94028","2026 Sep 06 05:14:00 PM","30154","Waitress","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Buff Tiger",,"2024 Jul 18 12:00:00 AM","2026 Jul 18 10:43:00 AM","50","2026 Sep 12 12:15:10 AM"
"94023","2026 Sep 06 04:41:00 PM","32118","Fernando","Transfer Out",,"Cat","Male","No","Domestic Shorthair","Black",,"2013 Aug 26 12:00:00 AM","2026 Aug 26 11:05:00 AM","11","2026 Sep 12 12:15:10 AM"
"94014","2026 Sep 06 04:19:43 PM","32345",,"Adopted",,"Puppy","Male","Yes","American Pit Bull Terrier","Brown Brindle","Black Brindle","2026 May 01 12:00:00 AM","2026 Aug 31 11:31:00 AM","6","2026 Sep 12 12:15:10 AM"
"94013","2026 Sep 06 04:19:26 PM","32269","Achtung Baby","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Brown Tabby","White","2025 Aug 28 12:00:00 AM","2026 Aug 28 05:55:00 PM","9","2026 Sep 12 12:15:10 AM"
"94004","2026 Sep 06 03:38:50 PM","31698","Tootie","Adopted",,"Kitten","Female","Yes","Domestic Shorthair","Grey Tabby",,"2026 May 25 12:00:00 AM","2026 Aug 17 11:36:00 AM","20","2026 Sep 12 12:15:10 AM"
"94003","2026 Sep 06 03:32:48 PM","32048","Daisy","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Black","White","2021 Aug 24 12:00:00 AM","2026 Aug 24 02:06:00 PM","13","2026 Sep 12 12:15:10 AM"
"93998","2026 Sep 06 03:15:00 PM","31352","Kaley","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Torbie",,"2025 Feb 10 12:00:00 AM","2026 Aug 10 11:54:00 AM","27","2026 Sep 12 12:15:10 AM"
"93997","2026 Sep 06 03:14:38 PM","30035","Jiji","Adopted",,"Kitten","Female","Yes","Domestic Shorthair","Black",,"2026 May 16 12:00:00 AM","2026 Jul 15 03:20:00 PM","53","2026 Sep 12 12:15:10 AM"
"93994","2026 Sep 06 02:18:00 PM","32622",,"Transfer Out",,"Kitten","Female","Unknown","Domestic Shorthair","Black","Tortoiseshell","2026 Aug 09 12:00:00 AM","2026 Sep 06 12:36:00 PM","0","2026 Sep 12 12:15:10 AM"
"93989","2026 Sep 06 01:29:50 PM","32147","Audrey","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Orange Tabby","White","2025 Oct 26 12:00:00 AM","2026 Aug 26 04:53:00 PM","11","2026 Sep 12 12:15:10 AM"
"93985","2026 Sep 06 12:41:37 PM","27624","La'Marcus","Adopted",,"Kitten","Male","Yes","Domestic Shorthair","Orange Tabby",,"2026 May 05 12:00:00 AM","2026 Jun 10 08:42:00 AM","88","2026 Sep 12 12:15:10 AM"
"93981","2026 Sep 06 12:08:58 PM","32034","Keira","Adopted",,"Kitten","Female","Yes","Domestic Shorthair","Torbie",,"2026 Apr 24 12:00:00 AM","2026 Aug 24 12:37:00 PM","13","2026 Sep 12 12:15:10 AM"
"93977","2026 Sep 06 11:59:18 AM","31496","Iris","Adopted",,"Dog","Female","Yes","American Pit Bull Terrier","Grey","White","2024 Aug 13 12:00:00 AM","2026 Aug 12 09:41:00 PM","25","2026 Sep 12 12:15:10 AM"
"93964","2026 Sep 06 11:31:00 AM","32471","Bear","Reclaimed",,"Cat","Male","Yes","Domestic Shorthair","Black",,"2024 Sep 02 12:00:00 AM","2026 Sep 02 06:14:00 PM","4","2026 Sep 12 12:15:10 AM"
"93963","2026 Sep 06 11:31:32 AM","30708","Snuggles","Adopted",,"Dog","Female","Yes","Catahoula Leopard Dog","Fawn Brindle","White","2026 Feb 15 12:00:00 AM","2026 Jul 30 12:12:00 PM","38","2026 Sep 12 12:15:10 AM"
"93961","2026 Sep 06 11:28:00 AM","32551",,"Transfer Out",,"Kitten","Male","No","Domestic Shorthair","Brown Tabby","Brown Tabby","2026 Aug 07 12:00:00 AM","2026 Sep 04 02:20:00 PM","2","2026 Sep 12 12:15:10 AM"
"93942","2026 Sep 06 08:40:00 AM","32521","Unknown","Unassisted Death",,"Dog","Female","Unknown","Unknown","Tan",,"2024 Sep 04 12:00:00 AM","2026 Sep 04 09:38:00 AM","2","2026 Sep 12 12:15:10 AM"
"93941","2026 Sep 06 08:39:00 AM","32259",,"Euthanized","Agonal","Cat","Male","No","Domestic Shorthair","Brown Tabby",,"2024 Aug 28 12:00:00 AM","2026 Aug 28 03:23:00 PM","9","2026 Sep 12 12:15:10 AM"
"93940","2026 Sep 06 08:37:00 AM","32182","Burrito","Euthanized","Suffering","Cat","Male","Unknown","Domestic Shorthair","Tabby",,"2026 Feb 27 12:00:00 AM","2026 Aug 27 12:32:00 PM","10","2026 Sep 12 12:15:10 AM"
"93939","2026 Sep 06 08:36:00 AM","32445",,"Euthanized","Suffering","Kitten","Unknown","Unknown","Domestic Shorthair","Tabby",,"2026 Jul 22 12:00:00 AM","2026 Sep 02 12:47:00 PM","4","2026 Sep 12 12:15:10 AM"
"93933","2026 Sep 05 06:34:00 PM","32146","Amie","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Orange Tabby",,"2025 Nov 02 12:00:00 AM","2026 Aug 26 04:53:00 PM","10","2026 Sep 12 12:15:10 AM"
"93931","2026 Sep 05 06:24:00 PM","32602",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Orange Tabby",,,"2026 Sep 05 02:13:00 PM","0","2026 Sep 12 12:15:10 AM"
"93930","2026 Sep 05 06:24:00 PM","32601",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Orange Tabby",,"2026 Aug 29 12:00:00 AM","2026 Sep 05 02:13:00 PM","0","2026 Sep 12 12:15:10 AM"
"93929","2026 Sep 05 06:24:00 PM","32600",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Orange Tabby",,"2026 Aug 29 12:00:00 AM","2026 Sep 05 02:13:00 PM","0","2026 Sep 12 12:15:10 AM"
"93928","2026 Sep 05 06:24:00 PM","32599","Canela","Transfer Out",,"Cat","Female","No","Domestic Shorthair","Orange",,"2025 Sep 05 12:00:00 AM","2026 Sep 05 02:13:00 PM","0","2026 Sep 12 12:15:10 AM"
"93927","2026 Sep 05 06:24:00 PM","32596",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Orange Tabby",,"2026 Aug 15 12:00:00 AM","2026 Sep 05 02:13:00 PM","0","2026 Sep 12 12:15:10 AM"
"93926","2026 Sep 05 06:24:00 PM","32595",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Orange Tabby",,"2026 Aug 15 12:00:00 AM","2026 Sep 05 02:13:00 PM","0","2026 Sep 12 12:15:10 AM"
"93925","2026 Sep 05 06:24:00 PM","32594",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Orange Tabby",,"2026 Aug 15 12:00:00 AM","2026 Sep 05 02:13:00 PM","0","2026 Sep 12 12:15:10 AM"
"93924","2026 Sep 05 06:24:00 PM","32593",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Orange Tabby",,"2026 Aug 15 12:00:00 AM","2026 Sep 05 02:13:00 PM","0","2026 Sep 12 12:15:10 AM"
"93923","2026 Sep 05 06:24:00 PM","32592","Concha","Transfer Out",,"Cat","Female","No","Domestic Shorthair","Orange",,"2025 Sep 05 12:00:00 AM","2026 Sep 05 02:13:00 PM","0","2026 Sep 12 12:15:10 AM"
"93922","2026 Sep 05 06:24:00 PM","32604",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Brown Tabby","White","2026 Aug 29 12:00:00 AM","2026 Sep 05 02:35:00 PM","0","2026 Sep 12 12:15:10 AM"
"93921","2026 Sep 05 06:24:00 PM","32586","Unknown","Transfer Out",,"Kitten","Female","Unknown","Domestic Shorthair","Ginger Tabby","Grey","2026 Aug 22 12:00:00 AM","2026 Sep 05 01:30:00 PM","0","2026 Sep 12 12:15:10 AM"
"93920","2026 Sep 05 06:09:53 PM","21088","Bentley","Adopted",,"Dog","Male","Yes","Labrador Retriever","Tan",,"2020 Aug 17 12:00:00 AM","2026 Feb 03 01:46:00 PM","214","2026 Sep 12 12:15:10 AM"
"93915","2026 Sep 05 05:42:00 PM","32344",,"Adopted",,"Puppy","Male","Yes","American Pit Bull Terrier","Tan",,"2026 May 01 12:00:00 AM","2026 Aug 31 11:31:00 AM","5","2026 Sep 12 12:15:10 AM"
"93907","2026 Sep 05 05:11:00 PM","32362",,"Adopted",,"Kitten","Male","Yes","Domestic Medium Hair","Blue",,"2026 Jul 13 12:00:00 AM","2026 Aug 31 01:13:00 PM","5","2026 Sep 12 12:15:10 AM"
"93904","2026 Sep 05 04:59:00 PM","30142","Bamboo","Adopted",,"Dog","Male","Yes","Australian Shepherd","Blue Merle","White","2021 Jul 17 12:00:00 AM","2026 Sep 01 11:34:00 AM","4","2026 Sep 12 12:15:10 AM"
"93903","2026 Sep 05 04:59:00 PM","30143","Panda","Adopted",,"Dog","Female","Yes","Australian Shepherd","Tri Color","White","2016 Jul 17 12:00:00 AM","2026 Sep 01 11:35:00 AM","4","2026 Sep 12 12:15:10 AM"
"93893","2026 Sep 05 04:38:00 PM","32019",,"Transfer Out",,"Kitten","Male","No","Domestic Shorthair","Black",,"2026 Jul 20 12:00:00 AM","2026 Aug 24 11:41:00 AM","12","2026 Sep 12 12:15:10 AM"
"93891","2026 Sep 05 04:15:19 PM","32506","Free Bird","Adopted",,"Dog","Female","Yes","Siberian Husky","Sable Agouti","White","2024 Feb 03 12:00:00 AM","2026 Sep 03 01:08:00 PM","2","2026 Sep 12 12:15:10 AM"
"93890","2026 Sep 05 04:09:53 PM","32056","Coco","Adopted",,"Dog","Male","Yes","Maltese Terrier","White",,"2021 Aug 25 12:00:00 AM","2026 Aug 24 06:20:00 PM","12","2026 Sep 12 12:15:10 AM"
"93885","2026 Sep 05 03:38:01 PM","31677","Hercules Mulligan","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Black","White","2025 Mar 16 12:00:00 AM","2026 Aug 16 01:56:00 PM","20","2026 Sep 12 12:15:10 AM"
"93883","2026 Sep 05 03:22:44 PM","31490","Sable","Adopted",,"Dog","Female","Yes","Border Collie","White","Brown","2025 Aug 12 12:00:00 AM","2026 Aug 12 03:58:00 PM","24","2026 Sep 12 12:15:10 AM"
"93881","2026 Aug 18 02:51:00 PM","28514","Unknown ","Transfer Out",,"Kitten","Female","No","Domestic Shorthair","Black","Black","2026 May 19 12:00:00 AM","2026 Jun 19 10:40:00 AM","60","2026 Sep 12 12:15:14 AM"
"93880","2026 Aug 18 02:51:00 PM","28513","Unknown ","Transfer Out",,"Kitten","Female","No","Domestic Shorthair","Grey Tabby","Black","2026 May 19 12:00:00 AM","2026 Jun 19 10:40:00 AM","60","2026 Sep 12 12:15:14 AM"
"93879","2026 Aug 18 02:51:00 PM","28512","Unknown ","Transfer Out",,"Kitten","Female","No","Domestic Shorthair","Grey Tabby","Black","2026 May 19 12:00:00 AM","2026 Jun 19 10:40:00 AM","60","2026 Sep 12 12:15:14 AM"
"93878","2026 Jun 29 02:49:00 PM","28823",,"Transfer Out",,"Kitten","Male","No","Domestic Shorthair","Grey Tabby",,"2026 Jun 03 12:00:00 AM","2026 Jun 24 02:12:00 PM","5","2026 Sep 12 12:15:26 AM"
"93875","2026 Sep 05 02:36:00 PM","32572"," beano","Reclaimed",,"Cat","Unknown","Unknown","Domestic Shorthair","Black",,"2022 May 22 12:00:00 AM","2026 Sep 04 05:26:00 PM","1","2026 Sep 12 12:15:10 AM"
"93874","2026 Sep 05 02:36:00 PM","32324","Big Girl","Reclaimed",,"Cat","Female","Yes","Domestic Shorthair","Black","White","2021 Mar 21 12:00:00 AM","2026 Aug 30 03:06:00 PM","6","2026 Sep 12 12:15:10 AM"
"93873","2026 Sep 05 02:36:00 PM","32323","Leo ","Reclaimed",,"Cat","Male","Yes","Domestic Shorthair","Black","White","2021 Mar 21 12:00:00 AM","2026 Aug 30 03:06:00 PM","6","2026 Sep 12 12:15:10 AM"
"93872","2026 Sep 05 02:34:19 PM","31533","Butterfly","Adopted",,"Kitten","Female","Yes","Domestic Shorthair","Brown Tabby","White","2026 Jun 25 12:00:00 AM","2026 Aug 13 12:42:00 PM","23","2026 Sep 12 12:15:10 AM"
"93870","2026 Sep 05 02:23:26 PM","26930","Daisy","Adopted",,"Dog","Female","Yes","American Pit Bull Terrier","Brown Brindle","White","2026 Mar 31 12:00:00 AM","2026 Sep 03 01:53:00 PM","2","2026 Sep 12 12:15:10 AM"
"93868","2026 Sep 05 02:17:00 PM","30254",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Orange Tabby",,"2026 Jul 13 12:00:00 AM","2026 Jul 20 06:28:00 PM","47","2026 Sep 12 12:15:10 AM"
"93852","2026 Sep 05 02:13:00 PM","31903",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Brown Tabby","White","2026 Aug 14 12:00:00 AM","2026 Aug 21 01:33:00 PM","15","2026 Sep 12 12:15:10 AM"
"93851","2026 Sep 05 02:13:00 PM","31902",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Brown Tabby","White","2026 Aug 14 12:00:00 AM","2026 Aug 21 01:33:00 PM","15","2026 Sep 12 12:15:10 AM"
"93850","2026 Sep 05 02:13:00 PM","31901",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Brown Tabby","White","2026 Aug 14 12:00:00 AM","2026 Aug 21 01:33:00 PM","15","2026 Sep 12 12:15:10 AM"
"93849","2026 Sep 05 02:13:00 PM","31900",,"Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Brown Tabby","White","2026 Aug 14 12:00:00 AM","2026 Aug 21 01:33:00 PM","15","2026 Sep 12 12:15:10 AM"
"93848","2026 Sep 05 02:13:28 PM","29241","Theodore","Adopted",,"Dog","Male","Yes","American Pit Bull Terrier","Red","Tan","2024 Jul 02 12:00:00 AM","2026 Jul 01 12:41:00 PM","66","2026 Sep 12 12:15:10 AM"
"93843","2026 Sep 05 02:01:00 PM","31985",,"Transfer Out",,"Kitten","Male","No","Domestic Shorthair","White","Brown","2026 Aug 09 12:00:00 AM","2026 Aug 23 01:57:00 PM","13","2026 Sep 12 12:15:10 AM"
"93842","2026 Sep 05 02:01:00 PM","31984",,"Transfer Out",,"Kitten","Female","No","Domestic Shorthair","White","Muted Calico","2026 Aug 09 12:00:00 AM","2026 Aug 23 01:57:00 PM","13","2026 Sep 12 12:15:10 AM"
"93841","2026 Sep 05 02:01:00 PM","31983",,"Transfer Out",,"Kitten","Male","No","Domestic Shorthair","White","Brown","2026 Aug 09 12:00:00 AM","2026 Aug 23 01:57:00 PM","13","2026 Sep 12 12:15:10 AM"
"93840","2026 Sep 05 02:01:00 PM","31982",,"Transfer Out",,"Kitten","Male","No","Domestic Shorthair","White","Brown","2026 Aug 09 12:00:00 AM","2026 Aug 23 01:57:00 PM","13","2026 Sep 12 12:15:10 AM"
"93839","2026 Sep 05 02:01:00 PM","31981",,"Transfer Out",,"Kitten","Male","No","Domestic Shorthair","White","Brown","2026 Aug 09 12:00:00 AM","2026 Aug 23 01:57:00 PM","13","2026 Sep 12 12:15:10 AM"
"93838","2026 Sep 05 02:01:00 PM","31980",,"Transfer Out",,"Kitten","Male","No","Domestic Shorthair","White","Brown","2026 Aug 09 12:00:00 AM","2026 Aug 23 01:57:00 PM","13","2026 Sep 12 12:15:10 AM"
"93837","2026 Sep 05 01:46:00 PM","32051",,"Transfer Out",,"Kitten","Female","No","Domestic Shorthair","Brown Tabby",,"2026 Aug 15 12:00:00 AM","2026 Aug 24 03:31:00 PM","12","2026 Sep 12 12:15:10 AM"
"93834","2026 Sep 05 01:35:00 PM","11633",,"Unresolved File",,"Reptile","Unknown","Unknown","Snake","Yellow",,"2023 Jul 08 12:00:00 AM","2025 Jul 08 10:12:00 AM","424","2026 Sep 12 12:15:10 AM"
"93829","2026 Sep 05 01:15:55 PM","31291","Honey Bun","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Cream","White","2023 Aug 11 12:00:00 AM","2026 Aug 08 12:21:00 PM","28","2026 Sep 12 12:15:10 AM"
"93826","2026 Sep 05 12:55:14 PM","31385","Ross","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Black","White","2023 Aug 10 12:00:00 AM","2026 Aug 10 04:08:00 PM","26","2026 Sep 12 12:15:10 AM"
"93823","2026 Sep 05 12:52:00 PM","32320","ZiegenBock","Return to Habitat",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby","White","2026 Mar 03 12:00:00 AM","2026 Aug 30 01:34:00 PM","6","2026 Sep 12 12:15:10 AM"
"93817","2026 Sep 05 12:19:04 PM","32097","Sailor","Adopted",,"Dog","Female","Yes","Jack Russell Terrier - Wire-haired","White","Black","2018 Aug 25 12:00:00 AM","2026 Aug 25 03:37:00 PM","11","2026 Sep 12 12:15:10 AM"
"93808","2026 Sep 05 11:23:00 AM","32361",,"Adopted",,"Kitten","Female","Yes","Domestic Shorthair","Grey Tabby",,"2026 Jul 13 12:00:00 AM","2026 Aug 31 01:13:00 PM","5","2026 Sep 12 12:15:10 AM"
"93805","2026 Sep 05 11:16:55 AM","30914","Dixie","Adopted",,"Kitten","Female","Yes","Domestic Shorthair","Orange Tabby",,"2026 May 20 12:00:00 AM","2026 Aug 03 01:36:00 PM","33","2026 Sep 12 12:15:10 AM"
"93800","2026 Sep 05 11:06:00 AM","32099","Junior","Transfer Out",,"Dog","Male","Yes","Havanese","Black","White","2026 Mar 25 12:00:00 AM","2026 Sep 04 11:43:00 AM","1","2026 Sep 12 12:15:10 AM"
"93796","2026 Sep 05 10:42:36 AM","31369",,"Adopted",,"Puppy","Male","Yes","Dachshund","White","Brown","2026 Jun 20 12:00:00 AM","2026 Aug 10 01:56:00 PM","26","2026 Sep 12 12:15:10 AM"
"93793","2026 Sep 05 10:17:09 AM","31928",,"Adopted",,"Dog","Female","Yes","Chihuahua - Smooth","Brown",,"2025 Aug 24 12:00:00 AM","2026 Aug 24 03:52:00 PM","12","2026 Sep 12 12:15:10 AM"
"93775","2026 Sep 04 10:26:00 PM","32570",,"Transfer Out",,"Kitten","Male","No","Domestic Shorthair","Black",,"2026 Aug 14 12:00:00 AM","2026 Sep 04 04:46:00 PM","0","2026 Sep 12 12:15:10 AM"
